
# T     rho         Vsv1            Vsv2            Vsv3            Vsv4            Vsv5            Vsv6            :
  0.21  1.05907379  3.01293474E+13  1.41020949E+14  2.16118897E+14  2.41583551E+14  2.51526730E+14  2.56077899E+14
  0.22  1.05754543  5.66948463E+12  2.46482225E+13  3.70134170E+13  4.11545495E+13  4.27655788E+13  4.35019089E+13
  0.23  1.05601328  1.23753244E+12  5.02943207E+12  7.41352252E+12  8.20292164E+12  8.50898575E+12  8.64868859E+12
  0.24  1.05447389  3.07550564E+11  1.17497399E+12  1.70269451E+12  1.87560672E+12  1.94243965E+12  1.97290827E+12
  0.25  1.05292992  8.56677521E+10  3.09181049E+11  4.41077721E+11  4.83878325E+11  5.00373904E+11  5.07885631E+11
  0.26  1.05138004  2.63918866E+10  9.03794315E+10  1.27083178E+11  1.38887148E+11  1.43424373E+11  1.45488365E+11
  0.27  1.04982559  8.89277855E+09  2.90059489E+10  4.02426399E+10  4.38263424E+10  4.52004488E+10  4.58249241E+10
  0.28  1.04826403  3.24554737E+09  1.01178397E+10  1.38638051E+10  1.50492406E+10  1.55027281E+10  1.57086325E+10
  0.29  1.04669781  1.27225547E+09  3.80275801E+09  5.15063341E+09  5.57408625E+09  5.73572921E+09  5.80906025E+09
  0.30  1.04512517  5.31896978E+08  1.52845757E+09  2.04793937E+09  2.21003276E+09  2.27178321E+09  2.29977463E+09
  0.31  1.04354686  2.35643708E+08  6.52690922E+08  8.65715695E+08  9.31761388E+08  9.56874214E+08  9.68249295E+08
  0.32  1.04196226  1.10028942E+08  2.94424986E+08  3.86830037E+08  4.15306930E+08  4.26115496E+08  4.31007872E+08
  0.33  1.04037109  5.38917652E+07  1.39595272E+08  1.81778661E+08  1.94704815E+08  1.99602748E+08  2.01818262E+08
  0.34  1.03877427  2.75668023E+07  6.92578940E+07  8.94324678E+07  9.55813885E+07  9.79076066E+07  9.89591740E+07
  0.35  1.03717034  1.46723067E+07  3.58150902E+07  4.58831346E+07  4.89361591E+07  5.00894164E+07  5.06104337E+07
  0.36  1.03555960  8.09923358E+06  1.92374061E+07  2.44615952E+07  2.60381480E+07  2.66328265E+07  2.69013364E+07
  0.37  1.03394351  4.62228024E+06  1.06994195E+07  1.35090460E+07  1.43530561E+07  1.46709849E+07  1.48144586E+07
  0.38  1.03231973  2.72028056E+06  6.14470086E+06  7.70641136E+06  8.17350652E+06  8.34922777E+06  8.42848549E+06
  0.39  1.03068922  1.64694406E+06  3.63483936E+06  4.52972888E+06  4.79627310E+06  4.89642309E+06  4.94157262E+06
  0.40  1.02905242  1.02357230E+06  2.20973293E+06  2.73715770E+06  2.89363019E+06  2.95235295E+06  2.97881377E+06
  0.41  1.02740656  6.51763821E+05  1.37780219E+06  1.69686371E+06  1.79116241E+06  1.82651191E+06  1.84243337E+06
  0.42  1.02575443  4.24457047E+05  8.79491628E+05  1.07723444E+06  1.13546582E+06  1.15727123E+06  1.16708815E+06
  0.43  1.02409541  2.82266286E+05  5.73792242E+05  6.99135969E+05  7.35919229E+05  7.49678854E+05  7.55870919E+05
  0.44  1.02242796  1.91398695E+05  3.82034127E+05  4.63169438E+05  4.86900120E+05  4.95768279E+05  4.99757496E+05
  0.45  1.02075304  1.32160983E+05  2.59225972E+05  3.12782632E+05  3.28396989E+05  3.34226483E+05  3.36847783E+05
  0.46  1.01907089  9.28177984E+04  1.79035993E+05  2.15040510E+05  2.25505329E+05  2.29408680E+05  2.31163212E+05
  0.47  1.01737985  6.62287543E+04  1.25716192E+05  1.50338588E+05  1.57474003E+05  1.60133129E+05  1.61327958E+05
  0.48  1.01568119  4.79637833E+04  8.96552595E+04  1.06765955E+05  1.11710406E+05  1.13551454E+05  1.14378405E+05
  0.49  1.01397496  3.52234245E+04  6.48748421E+04  7.69457725E+04  8.04243118E+04  8.17184597E+04  8.22995619E+04
  0.50  1.01225852  2.62079230E+04  4.75892991E+04  5.62261189E+04  5.87084351E+04  5.96312106E+04  6.00454225E+04
  0.51  1.01053375  1.97414021E+04  3.53606876E+04  4.16231503E+04  4.34184399E+04  4.40853031E+04  4.43845472E+04
  0.52  1.00880083  1.50437177E+04  2.65940320E+04  3.11921454E+04  3.25070435E+04  3.29950978E+04  3.32140368E+04
  0.53  1.00705912  1.15884630E+04  2.02301156E+04  2.36463474E+04  2.46209272E+04  2.49824013E+04  2.51445086E+04
  0.54  1.00530741  9.02029731E+03  1.55555218E+04  1.81221368E+04  1.88526382E+04  1.91233916E+04  1.92447788E+04
  0.55  1.00354686  7.08996183E+03  1.20832590E+04  1.40320029E+04  1.45853992E+04  1.47903696E+04  1.48822383E+04
  0.56  1.00177682  5.62425630E+03  9.47669918E+03  1.09711524E+04  1.13946141E+04  1.15513539E+04  1.16215860E+04
  0.57  0.99999765  4.50060596E+03  7.50033456E+03  8.65728364E+03  8.98441634E+03  9.10542246E+03  9.15962843E+03
  0.58  0.99820756  3.63085815E+03  5.98752803E+03  6.89125198E+03  7.14625740E+03  7.24052411E+03  7.28274081E+03
  0.59  0.99640772  2.95257853E+03  4.81908428E+03  5.53103317E+03  5.73152241E+03  5.80559076E+03  5.83875328E+03
  0.60  0.99459755  2.41892226E+03  3.90887129E+03  4.47428615E+03  4.63319993E+03  4.69187349E+03  4.71813675E+03
  0.61  0.99277717  1.99576537E+03  3.19403586E+03  3.64653485E+03  3.77347128E+03  3.82031083E+03  3.84127186E+03
  0.62  0.99094647  1.65751215E+03  2.62828475E+03  2.99307032E+03  3.09521169E+03  3.13288032E+03  3.14973326E+03
  0.63  0.98910474  1.38559304E+03  2.17721934E+03  2.47334429E+03  2.55611077E+03  2.58661708E+03  2.60026241E+03
  0.64  0.98725087  1.16535409E+03  1.81506119E+03  2.05704511E+03  2.12456012E+03  2.14943140E+03  2.16055365E+03
  0.65  0.98538523  9.85689076E+02  1.52233493E+03  1.72132840E+03  1.77675331E+03  1.79715990E+03  1.80628352E+03
  0.66  0.98350932  8.38463951E+02  1.28421402E+03  1.44884348E+03  1.49462007E+03  1.51146547E+03  1.51899524E+03
  0.67  0.98162084  7.17005826E+02  1.08932888E+03  1.22631391E+03  1.26434117E+03  1.27832770E+03  1.28457821E+03
  0.68  0.97972021  6.16154680E+02  9.28897125E+02  1.04350774E+03  1.07527270E+03  1.08695005E+03  1.09216750E+03
  0.69  0.97780784  5.32124435E+02  7.96090009E+02  8.92485902E+02  9.19160531E+02  9.28961749E+02  9.33340019E+02
  0.70  0.97588202  4.61678758E+02  6.85563480E+02  7.67047879E+02  7.89561468E+02  7.97829760E+02  8.01522499E+02
  0.71  0.97394322  4.02271096E+02  5.93108624E+02  6.62320395E+02  6.81414271E+02  6.88423307E+02  6.91553007E+02
  0.72  0.97199200  3.52045469E+02  5.15391381E+02  5.74450606E+02  5.90719521E+02  5.96688767E+02  5.99353643E+02
  0.73  0.97002550  3.09341585E+02  4.49755716E+02  5.00374629E+02  5.14298257E+02  5.19404638E+02  5.21683852E+02
  0.74  0.96804593  2.72833277E+02  3.94073206E+02  4.37642275E+02  4.49609634E+02  4.53996580E+02  4.55954295E+02
  0.75  0.96605254  2.41569795E+02  3.46630194E+02  3.84284047E+02  3.94612161E+02  3.98396509E+02  4.00084986E+02
  0.76  0.96404323  2.14655451E+02  3.06039598E+02  3.38708493E+02  3.47656947E+02  3.50934329E+02  3.52396334E+02
  0.77  0.96201986  1.91365340E+02  2.71172835E+02  2.99623212E+02  3.07405613E+02  3.10254692E+02  3.11525397E+02
  0.78  0.95998187  1.71194284E+02  2.41107849E+02  2.65973886E+02  2.72766764E+02  2.75252523E+02  2.76360980E+02
  0.79  0.95792642  1.53610724E+02  2.15087749E+02  2.36896361E+02  2.42846211E+02  2.45022556E+02  2.45992861E+02
  0.80  0.95585630  1.38278037E+02  1.92488205E+02  2.11679201E+02  2.16908156E+02  2.18820014E+02  2.19672246E+02
  0.81  0.95376899  1.24842364E+02  1.72792502E+02  1.89734281E+02  1.94344526E+02  1.96029472E+02  1.96780420E+02
  0.82  0.95166437  1.13012078E+02  1.55570959E+02  1.70573366E+02  1.74650748E+02  1.76140338E+02  1.76804101E+02
  0.83  0.94954352  1.02600137E+02  1.40464940E+02  1.53789571E+02  1.57406488E+02  1.58727324E+02  1.59315788E+02
  0.84  0.94740424  9.33927496E+01  1.27174070E+02  1.39042504E+02  1.42260214E+02  1.43434798E+02  1.43958012E+02
  0.85  0.94524811  8.52120736E+01  1.15445658E+02  1.26046306E+02  1.28916840E+02  1.29964280E+02  1.30430776E+02
  0.86  0.94307298  7.79524729E+01  1.05066612E+02  1.14560152E+02  1.17127838E+02  1.18064403E+02  1.18481449E+02
  0.87  0.94087805  7.14666217E+01  9.58564363E+01  1.04380365E+02  1.06683093E+02  1.07522690E+02  1.07896492E+02
  0.88  0.93866234  6.56821994E+01  8.76618296E+01  9.53341734E+01  9.74044376E+01  9.81589863E+01  9.84948665E+01
  0.89  0.93642774  6.04991066E+01  8.03520665E+01  8.72744792E+01  8.91402384E+01  8.98199921E+01  9.01225271E+01
  0.90  0.93417326  5.58329857E+01  7.38154540E+01  8.00757113E+01  8.17610838E+01  8.23748849E+01  8.26480210E+01
  0.91  0.93189654  5.16428848E+01  6.79562568E+01  7.36303554E+01  7.51562021E+01  7.57116963E+01  7.59588451E+01
  0.92  0.92959731  4.78529111E+01  6.26921012E+01  6.78460393E+01  6.92304597E+01  6.97342786E+01  6.99583991E+01
  0.93  0.92727590  4.44354188E+01  5.79519591E+01  6.26432106E+01  6.39019520E+01  6.43598638E+01  6.45635292E+01
  0.94  0.92493126  4.13390451E+01  5.36744247E+01  5.79531580E+01  5.90999539E+01  5.95169874E+01  5.97024409E+01
  0.95  0.92256158  3.85200093E+01  4.98062641E+01  5.37163762E+01  5.47632315E+01  5.51437817E+01  5.53129834E+01
  0.96  0.92016946  3.59634851E+01  4.63011693E+01  4.98811912E+01  5.08386349E+01  5.11865552E+01  5.13412236E+01
  0.97  0.91774910  3.36336567E+01  4.31188623E+01  4.64026450E+01  4.72799188E+01  4.75985902E+01  4.77402329E+01
  0.98  0.91530368  3.14997737E+01  4.02240800E+01  4.32414808E+01  4.40467291E+01  4.43391308E+01  4.44690760E+01
  0.99  0.91283018  2.95546922E+01  3.75860079E+01  4.03633889E+01  4.11037965E+01  4.13725558E+01  4.14919747E+01
  1.00  0.91032791  2.77726878E+01  3.51775796E+01  3.77382782E+01  3.84202002E+01  3.86676404E+01  3.87775686E+01
  1.01  0.90779809  2.61315472E+01  3.29749786E+01  3.53397057E+01  3.59687778E+01  3.61969585E+01  3.62983140E+01
  1.02  0.90523644  2.46287532E+01  3.09572536E+01  3.31444053E+01  3.37256286E+01  3.39363772E+01  3.40299744E+01
  1.03  0.90264234  2.32453217E+01  2.91058723E+01  3.11318350E+01  3.16696610E+01  3.18646035E+01  3.19511669E+01
  1.04  0.90001764  2.19647518E+01  2.74044200E+01  2.92838261E+01  2.97822268E+01  2.99628138E+01  3.00429896E+01
